"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10km";"X";"T10kmRound";"COVERAGE";"BrH";"STA";"GAIN";"NAME";"LZB";"ELECTRIC"
1200;"P";80;"1144-1";1;579,390076682316;5118;580;0,57258064516129;56;"77A";13683,2500045487;"G1";FALSE;1
2700;"G";70;"145-2";1;772,111907732297;NA;773;0,9274;56;"77A";0;"S90";FALSE;1
2000;"G";80;"6186-1";1;630,763847061028;6065;631;0,705882352941177;56;"77B";8480,88364027614;"G2";FALSE;1
2700;"G";70;"145-2";1;772,111907732297;NA;773;0,9059;56;"77B";0;"S90";FALSE;1
1600;"P";90;"152-3";1;532,554544696399;3180;533;0,637037037037037;58;"79";27813,3232957763;"G5";FALSE;1
1800;"G";60;"180-1";1;855,965280693798;NA;856;0,904;56;"79";0;"S90";FALSE;1
1600;"P";90;"152-3";1;532,554544696399;3180;533;0,626168224299065;58;"81A";16734,0438647305;"G5";FALSE;1
1000;"G";70;"203-1";1;782,31639342372;NA;783;0,9159;61;"81A";0;"S90";FALSE;1
1200;"P";80;"1144-1";1;579,390076682316;5118;580;0,555555555555556;60;"81B";2890,82746574971;"G1";FALSE;1
2700;"G";70;"145-2";1;772,111907732297;NA;773;0,9036;55;"81B";0;"S90";FALSE;1
2000;"G";80;"6186-1";1;630,763847061028;6065;631;0,732142857142857;56;"87";5795,27048752203;"G2";FALSE;1
2700;"G";70;"145-2";1;772,111907732297;NA;773;0,9036;55;"87";0;"S90";FALSE;1
1600;"P";90;"152-3";1;532,554544696399;3180;533;0,759124087591241;60;"89";22254,3044335842;"G5";FALSE;1
2600;"G";70;"145-2";1;746,53824117317;NA;747;0,9096;56;"89";0;"S90";FALSE;1
1600;"P";90;"152-3";1;532,554544696399;3180;533;0,818181818181818;60;"91";17332,6794146185;"G5";FALSE;1
2600;"G";70;"145-2";1;746,53824117317;NA;747;0,9192;65;"91";0;"S90";FALSE;1
1600;"P";90;"152-3";1;532,554544696399;3180;533;0,72;65;"93";3851,70653658188;"G5";FALSE;1
2600;"G";70;"145-2";1;746,53824117317;NA;747;0,903;60;"93";0;"S90";FALSE;1
1600;"P";90;"152-3";1;532,554544696399;3180;533;0,921875;60;"95";25250,076184259;"G5";FALSE;1
2600;"G";70;"145-2";1;746,53824117317;NA;747;0,9453;65;"95";0;"S90";FALSE;1
1600;"P";90;"152-3";1;532,554544696399;3180;533;0,708029197080292;55;"97";41512,8371164936;"G5";FALSE;1
2600;"G";70;"145-2";1;746,53824117317;NA;747;0,903;60;"97";0;"S90";FALSE;1
1200;"P";80;"1144-1";1;579,390076682316;5118;580;0,666666666666667;42;"99";5396,21126939947;"G1";FALSE;1
2700;"G";70;"145-2";1;772,111907732297;NA;773;0,9286;42;"99";0;"S90";FALSE;1
1200;"P";80;"1144-1";1;579,390076682316;5118;580;0,67741935483871;56;"9A";10105,4966673988;"G1";FALSE;1
2800;"G";60;"6186-1";1;819,997140191811;NA;820;0,9038;55;"9A";0;"S90";FALSE;1
1600;"P";90;"185CL1-1";1;542,307877597172;3196;543;0,6;60;"9B";8577,67527019192;"G3";FALSE;1
2600;"G";70;"145-2";1;746,53824117317;NA;747;0,9;60;"9B";0;"S90";FALSE;1
