"TFZ";"NUM_TFZ";"VMAX";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"T10km";"T10kmRound";"COVERAGE";"STA";"GAIN";"NAME"
"180-1";1;90;1884;"G";58;FALSE;1;659,847857745824;660;0,9064;"93";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,859375;"95";6879,7644551834;"G12"
"185-2";1;80;2275;"P";65;FALSE;1;565,049630023443;566;0,9141;"95";0;"S90"
"189-2";1;100;1836;"P";58;TRUE;1;508,905744122891;509;0,68978102189781;"97";28528,0594747343;"G3"
"180-1";1;90;1884;"G";58;FALSE;1;659,847857745824;660;0,9064;"97";0;"S90"
"143-6";2;90;2265;"P";58;TRUE;1;529,001886409318;530;0,523809523809524;"99";4926,1939245786;"G5"
"185-2";1;80;2665;"G";42;FALSE;1;640,148770642023;641;0,738095238095238;"99";7454,51571081714;"G11"
"G1000-1";1;40;1380;"G";12;FALSE;1;995,125709252363;996;0,9107;"99";0;"S90"
"1144-1";1;90;1484;"P";56;FALSE;1;553,979947127541;554;0,758064516129032;"9A";6096,70618658247;"G7"
"180-1";1;80;2084;"G";55;FALSE;1;683,697100033551;684;0,9038;"9A";0;"S90"
"1144-1";1;90;1484;"P";56;FALSE;1;553,979947127541;554;0,785714285714286;"9B";5822,73508400556;"G7"
"180-1";1;90;1884;"G";57;FALSE;1;659,847857745824;660;0,9143;"9B";0;"S90"
